time,id,name
1/6/2000,12,lunch meat
1/6/2000,12,pasta
1/6/2000,12,juice
1/6/2000,12,bagels
1/6/2000,12,vegetables
1/6/2000,12,bagels
1/6/2000,12,vegetables
1/6/2000,12,laundry detergent
1/6/2000,12,yogurt
1/6/2000,12,sugar
1/6/2000,12,waffles
1/6/2000,12,hand soap
1/6/2000,12,hand soap
1/6/2000,12,butter
1/6/2000,12,juice
1/6/2000,12,spaghetti sauce
1/6/2000,12,vegetables
1/6/2000,12,flour
1/7/2000,13,sugar
1/7/2000,13,fruits
1/7/2000,13,all- purpose
1/7/2000,13,aluminum foil
1/7/2000,13,laundry detergent
1/7/2000,13,individual meals
1/7/2000,13,flour
1/7/2000,13,pork
1/7/2000,13,shampoo
1/7/2000,13,sugar
1/7/2000,13,aluminum foil
1/7/2000,13,shampoo
1/7/2000,13,soap
1/7/2000,13,bagels
1/7/2000,13,toilet paper
1/7/2000,13,juice
1/7/2000,13,ice cream
1/7/2000,13,ice cream
1/7/2000,13,sandwich loaves
1/7/2000,13,soap
1/7/2000,13,sugar
1/7/2000,13,paper towels
1/7/2000,13,vegetables
1/7/2000,14,fruits
1/7/2000,14,dinner rolls
1/7/2000,14,individual meals
1/7/2000,14,shampoo
1/7/2000,14,ketchup
1/7/2000,14,cereals
1/7/2000,14,sandwich bags
1/7/2000,14,laundry detergent
1/7/2000,14,vegetables
1/7/2000,14,sandwich loaves
1/7/2000,14,cheeses
1/7/2000,14,vegetables
1/7/2000,15,individual meals
1/7/2000,15,ice cream
1/7/2000,15,cereals
1/7/2000,15,paper towels
1/7/2000,15,bagels
1/7/2000,15,mixes
1/7/2000,15,lunch meat
1/7/2000,15,juice
1/7/2000,15,toilet paper
1/7/2000,15,cheeses
1/7/2000,15,paper towels
1/7/2000,15,paper towels
1/7/2000,15,juice
1/7/2000,15,aluminum foil
1/7/2000,15,fruits
1/7/2000,15,butter
1/7/2000,15,sandwich loaves
1/7/2000,15,tortillas
1/7/2000,15,spaghetti sauce
1/7/2000,15,hand soap
1/8/2000,16,sugar
1/8/2000,16,sandwich bags
1/8/2000,16,flour
1/8/2000,16,juice
1/8/2000,16,milk
1/8/2000,16,paper towels
1/8/2000,16,cereals
1/8/2000,16,sandwich bags
1/8/2000,16,pasta
1/8/2000,16,soda
1/8/2000,16,dishwashing liquid/detergent
1/8/2000,16,ice cream
1/8/2000,16,soap
1/8/2000,16,cheeses
1/8/2000,16,beef
1/8/2000,16,flour
1/8/2000,16,dinner rolls
1/8/2000,17,milk
1/8/2000,17,hand soap
1/8/2000,17,pasta
1/8/2000,17,individual meals
1/8/2000,17,spaghetti sauce
1/8/2000,17,cereals
1/8/2000,17,sandwich loaves
1/8/2000,17,hand soap
1/8/2000,17,individual meals
1/8/2000,18,sandwich bags
1/8/2000,18,toilet paper
1/8/2000,18,bagels
1/8/2000,18,shampoo
1/8/2000,18,coffee/tea
1/9/2000,19,individual meals
1/9/2000,19,laundry detergent
1/9/2000,19,coffee/tea
1/9/2000,19,eggs
1/9/2000,19,aluminum foil
1/9/2000,19,beef
1/9/2000,19,juice
1/9/2000,19,flour
1/9/2000,19,sugar
1/9/2000,19,individual meals
1/9/2000,19,waffles
1/9/2000,19,bagels
1/9/2000,19,vegetables
1/9/2000,19,coffee/tea
1/9/2000,19,spaghetti sauce
1/9/2000,19,butter
1/9/2000,19,beef
1/10/2000,20,shampoo
1/10/2000,20,dishwashing liquid/detergent
1/10/2000,20,yogurt
1/10/2000,20,juice
1/10/2000,20,sugar
1/10/2000,20,soap
1/10/2000,20,sandwich loaves
1/10/2000,20,butter
1/10/2000,20,sandwich loaves
1/10/2000,20,coffee/tea
1/10/2000,20,ketchup
1/10/2000,20,aluminum foil
1/10/2000,20,dishwashing liquid/detergent
1/10/2000,20,mixes
1/10/2000,20,laundry detergent
1/10/2000,20,shampoo
1/10/2000,20,cheeses
1/10/2000,20,tortillas
1/10/2000,20,toilet paper
1/10/2000,20,hand soap
1/10/2000,20,paper towels
1/10/2000,20,beef
1/10/2000,20,individual meals
1/10/2000,20,toilet paper
1/10/2000,20,soda
1/10/2000,20,cheeses
1/10/2000,20,vegetables
1/10/2000,20,aluminum foil
1/10/2000,20,toilet paper
1/10/2000,20,soap
1/10/2000,20,poultry
1/10/2000,20,aluminum foil
1/11/2000,21,waffles
1/11/2000,21,fruits
1/11/2000,21,all- purpose
1/11/2000,21,pork
1/11/2000,21,juice
1/11/2000,21,bagels
1/11/2000,21,mixes
1/11/2000,22,cheeses
1/11/2000,22,vegetables
1/11/2000,22,cereals
1/11/2000,22,sugar
1/11/2000,22,bagels
1/11/2000,22,soda
1/11/2000,23,vegetables
1/11/2000,23,vegetables
1/11/2000,23,aluminum foil
1/11/2000,23,bagels
1/11/2000,23,vegetables
1/11/2000,23,shampoo
1/11/2000,23,shampoo
1/11/2000,23,vegetables
1/11/2000,23,dishwashing liquid/detergent
1/11/2000,23,cereals
1/11/2000,23,cheeses
1/11/2000,23,flour
1/11/2000,23,lunch meat
1/11/2000,23,pasta
1/11/2000,23,soda
1/11/2000,23,vegetables
1/11/2000,23,toilet paper
1/11/2000,23,poultry
1/11/2000,23,coffee/tea
1/11/2000,23,flour
1/11/2000,23,all- purpose
1/11/2000,23,waffles
1/11/2000,23,coffee/tea
1/11/2000,23,milk
1/11/2000,23,yogurt
1/11/2000,23,vegetables
1/11/2000,23,mixes
1/11/2000,23,pasta
1/11/2000,23,dishwashing liquid/detergent
1/11/2000,23,dishwashing liquid/detergent
1/11/2000,23,dishwashing liquid/detergent
1/11/2000,24,fruits
1/11/2000,24,all- purpose
1/11/2000,24,pasta
1/11/2000,24,cheeses
1/11/2000,24,juice
1/11/2000,24,sandwich bags
1/11/2000,24,vegetables
1/11/2000,24,sandwich loaves
1/11/2000,24,coffee/tea
1/11/2000,24,juice
1/11/2000,24,lunch meat
1/11/2000,24,spaghetti sauce
1/11/2000,24,paper towels
1/11/2000,24,hand soap
1/11/2000,24,soap
1/11/2000,24,ice cream
1/11/2000,24,individual meals
1/11/2000,24,ketchup
1/11/2000,24,butter
1/11/2000,24,poultry
1/11/2000,24,cheeses
1/11/2000,24,bagels
1/11/2000,24,all- purpose
1/11/2000,24,ketchup
1/11/2000,24,waffles
1/11/2000,24,soap
1/11/2000,25,bagels
1/11/2000,25,sugar
1/11/2000,25,pork
1/11/2000,25,sandwich loaves
1/11/2000,25,tortillas
1/11/2000,25,ice cream
1/11/2000,25,all- purpose
1/11/2000,25,yogurt
1/11/2000,25,fruits
1/11/2000,25,pasta
1/11/2000,25,lunch meat
1/11/2000,25,dishwashing liquid/detergent
1/11/2000,25,juice
1/11/2000,25,vegetables
1/11/2000,25,vegetables
1/12/2000,26,fruits
1/12/2000,26,sandwich loaves
1/12/2000,26,vegetables
1/12/2000,26,coffee/tea
1/12/2000,26,aluminum foil
1/12/2000,26,vegetables
1/12/2000,26,shampoo
1/12/2000,26,cereals
1/12/2000,26,dinner rolls
1/12/2000,26,coffee/tea
1/12/2000,26,poultry
1/12/2000,26,butter
1/12/2000,26,juice
1/12/2000,26,paper towels
1/12/2000,26,vegetables
1/12/2000,26,beef
1/12/2000,26,mixes
1/12/2000,26,lunch meat
1/12/2000,26,bagels
1/12/2000,26,tortillas
1/12/2000,26,aluminum foil
1/12/2000,26,individual meals
1/12/2000,26,beef
1/12/2000,26,juice
1/12/2000,26,soda
1/12/2000,26,hand soap
1/12/2000,26,dinner rolls
1/12/2000,26,flour
1/12/2000,26,poultry
1/12/2000,26,sandwich loaves
1/12/2000,26,sugar
1/12/2000,26,yogurt
1/13/2000,27,laundry detergent
1/13/2000,27,pork
1/13/2000,27,pasta
1/13/2000,27,cheeses
1/13/2000,27,fruits
1/13/2000,27,sugar
1/13/2000,27,lunch meat
1/13/2000,27,laundry detergent
1/13/2000,27,paper towels
1/13/2000,27,butter
1/13/2000,27,sandwich loaves
1/13/2000,27,ice cream
1/13/2000,27,waffles
1/13/2000,27,all- purpose
1/13/2000,27,sandwich bags
1/13/2000,27,lunch meat
1/13/2000,27,sandwich loaves
1/13/2000,27,poultry
1/13/2000,27,vegetables
1/13/2000,27,shampoo
1/13/2000,27,dinner rolls
1/13/2000,27,milk
1/13/2000,27,soda
1/13/2000,27,mixes
1/13/2000,28,pork
1/13/2000,28,bagels
1/13/2000,28,poultry
1/13/2000,28,pasta
1/13/2000,28,butter
1/13/2000,28,all- purpose
1/13/2000,28,pasta
1/13/2000,28,shampoo
1/13/2000,28,sugar
1/13/2000,28,ketchup
1/13/2000,28,eggs
1/13/2000,28,soda
1/13/2000,28,tortillas
1/13/2000,28,soap
1/13/2000,28,individual meals
1/13/2000,28,ketchup
1/13/2000,28,butter
1/13/2000,28,mixes
1/13/2000,28,juice
1/13/2000,28,lunch meat
1/13/2000,28,cereals
1/13/2000,28,waffles
1/13/2000,28,shampoo
1/13/2000,28,shampoo
1/13/2000,28,toilet paper
1/13/2000,28,poultry
1/13/2000,28,lunch meat
1/13/2000,29,pasta
1/13/2000,29,butter
1/13/2000,29,sandwich loaves
1/13/2000,29,spaghetti sauce
1/13/2000,29,juice
1/13/2000,29,dinner rolls
1/13/2000,29,all- purpose
1/13/2000,29,pork
1/13/2000,29,yogurt
1/13/2000,29,vegetables
1/13/2000,29,spaghetti sauce
1/13/2000,29,vegetables
1/14/2000,30,flour
1/14/2000,30,bagels
1/14/2000,30,cheeses
1/14/2000,30,sandwich loaves
1/14/2000,30,toilet paper
1/15/2000,31,aluminum foil
1/15/2000,31,eggs
1/15/2000,31,ice cream
1/15/2000,31,pasta
1/15/2000,31,juice
1/15/2000,31,waffles
1/15/2000,31,shampoo
1/15/2000,31,dinner rolls
1/15/2000,31,soda
1/15/2000,31,vegetables
1/15/2000,31,laundry detergent
1/15/2000,31,hand soap
1/15/2000,31,waffles
1/15/2000,31,cereals
1/15/2000,31,vegetables
1/15/2000,31,toilet paper
1/15/2000,31,individual meals
1/15/2000,31,yogurt
1/15/2000,31,spaghetti sauce
1/15/2000,31,ice cream
1/15/2000,31,soda
1/15/2000,31,lunch meat
1/15/2000,31,paper towels
1/15/2000,32,soap
1/15/2000,32,paper towels
1/15/2000,32,individual meals
1/15/2000,32,dinner rolls
1/15/2000,32,vegetables
1/15/2000,32,lunch meat
1/15/2000,32,sugar
1/15/2000,32,soap
1/15/2000,32,eggs
1/15/2000,32,beef
1/15/2000,32,yogurt
1/15/2000,32,soda
1/15/2000,32,sandwich loaves
1/15/2000,32,aluminum foil
1/15/2000,32,dinner rolls
1/15/2000,32,soap
1/15/2000,32,cheeses
1/15/2000,32,sandwich loaves
1/15/2000,32,ice cream
1/15/2000,32,ketchup
1/15/2000,33,sandwich loaves
1/15/2000,33,pork
1/15/2000,33,sandwich bags
1/15/2000,33,ketchup
1/15/2000,33,coffee/tea
1/15/2000,33,vegetables
1/15/2000,33,soda
1/15/2000,33,poultry
1/15/2000,33,pasta
1/15/2000,33,all- purpose
1/15/2000,33,coffee/tea
1/15/2000,33,paper towels
1/15/2000,33,individual meals
1/15/2000,33,vegetables
1/15/2000,33,poultry
1/15/2000,33,flour
1/15/2000,33,aluminum foil
1/15/2000,33,soap
1/15/2000,33,yogurt
1/15/2000,33,mixes
1/15/2000,33,soda
1/16/2000,34,lunch meat
1/16/2000,34,mixes
1/16/2000,34,vegetables
1/16/2000,34,soap
1/16/2000,34,hand soap
1/16/2000,34,tortillas
1/16/2000,34,coffee/tea
1/16/2000,34,cheeses
1/16/2000,34,tortillas
1/16/2000,34,cheeses
1/16/2000,34,ice cream
1/16/2000,34,tortillas
1/16/2000,34,beef
1/16/2000,34,yogurt
1/16/2000,34,spaghetti sauce
1/16/2000,34,soda
1/16/2000,34,eggs
1/16/2000,35,aluminum foil
1/16/2000,35,cheeses
1/16/2000,35,cereals
1/16/2000,35,mixes
1/16/2000,35,laundry detergent
1/16/2000,35,juice
1/16/2000,35,pork
1/16/2000,35,bagels
1/16/2000,35,sandwich loaves
1/16/2000,35,yogurt
1/16/2000,35,milk
1/16/2000,35,sandwich loaves
1/16/2000,35,spaghetti sauce
1/16/2000,35,cereals
1/16/2000,35,individual meals
1/16/2000,35,eggs
1/17/2000,36,soap
1/17/2000,36,vegetables
1/17/2000,36,lunch meat
1/17/2000,36,flour
1/17/2000,36,juice
1/17/2000,36,yogurt
1/17/2000,36,shampoo
1/17/2000,36,spaghetti sauce
1/17/2000,36,ketchup
1/17/2000,36,laundry detergent
1/17/2000,36,dinner rolls
1/17/2000,36,ketchup
1/17/2000,36,vegetables
1/17/2000,36,shampoo
1/17/2000,36,sugar
1/17/2000,36,flour
1/17/2000,36,sandwich bags
1/17/2000,36,paper towels
1/17/2000,36,pork
1/17/2000,36,vegetables
1/17/2000,36,butter
1/17/2000,36,dinner rolls
1/17/2000,36,pork
1/17/2000,36,all- purpose
1/17/2000,36,hand soap
1/17/2000,36,sandwich bags
1/17/2000,36,all- purpose
1/17/2000,37,fruits
1/17/2000,37,lunch meat
1/17/2000,37,dinner rolls
1/17/2000,37,shampoo
1/17/2000,37,vegetables
1/17/2000,37,hand soap
1/17/2000,37,mixes
1/17/2000,37,vegetables
1/17/2000,37,pasta
1/17/2000,37,sugar
1/17/2000,37,vegetables
1/17/2000,38,eggs
1/17/2000,38,hand soap
1/17/2000,38,dinner rolls
1/17/2000,38,hand soap
1/17/2000,38,lunch meat
1/17/2000,38,laundry detergent
1/17/2000,38,pasta
1/17/2000,38,aluminum foil
1/17/2000,38,toilet paper
1/17/2000,38,cereals
1/17/2000,38,coffee/tea
1/17/2000,38,toilet paper
1/17/2000,38,vegetables
1/17/2000,38,juice
1/17/2000,38,lunch meat
1/17/2000,38,soda
1/17/2000,38,pork
1/17/2000,38,fruits
1/17/2000,38,spaghetti sauce
1/17/2000,38,laundry detergent
1/17/2000,38,butter
1/17/2000,38,tortillas
1/17/2000,38,individual meals
1/17/2000,38,aluminum foil
1/17/2000,38,toilet paper
1/17/2000,38,poultry
1/17/2000,38,toilet paper
1/17/2000,38,toilet paper
1/18/2000,39,coffee/tea
1/18/2000,39,milk
1/18/2000,39,dinner rolls
1/18/2000,39,beef
1/18/2000,39,coffee/tea
1/18/2000,39,waffles
1/18/2000,39,beef
1/18/2000,39,eggs
1/18/2000,39,sandwich bags
1/18/2000,39,tortillas
1/18/2000,39,vegetables
1/18/2000,39,tortillas
1/18/2000,39,all- purpose
1/18/2000,39,vegetables
1/18/2000,39,yogurt
1/18/2000,39,cheeses
1/18/2000,39,mixes
1/18/2000,39,ketchup
1/18/2000,39,waffles
1/18/2000,39,aluminum foil
1/18/2000,39,hand soap
1/18/2000,39,hand soap
1/18/2000,39,pork
1/18/2000,39,vegetables
1/18/2000,39,butter
1/18/2000,40,hand soap
1/18/2000,40,sandwich bags
1/18/2000,40,poultry
1/18/2000,40,beef
1/18/2000,40,coffee/tea
1/18/2000,40,mixes
1/18/2000,40,poultry
1/18/2000,40,sandwich loaves
1/18/2000,40,shampoo
1/18/2000,40,ice cream
1/18/2000,40,poultry
1/18/2000,40,shampoo
1/18/2000,41,milk
1/18/2000,41,hand soap
1/18/2000,41,fruits
1/18/2000,41,poultry
1/18/2000,41,coffee/tea
1/18/2000,41,sugar
1/18/2000,41,tortillas
1/18/2000,41,soda
1/18/2000,41,individual meals
1/18/2000,41,tortillas
1/18/2000,41,milk
1/18/2000,41,toilet paper
1/18/2000,41,soda
1/18/2000,41,poultry
1/18/2000,41,coffee/tea
1/18/2000,41,spaghetti sauce
1/18/2000,41,cheeses
1/18/2000,41,flour
1/18/2000,41,lunch meat
1/18/2000,42,cereals
1/18/2000,42,shampoo
1/18/2000,42,waffles
1/18/2000,42,bagels
1/18/2000,42,mixes
1/18/2000,42,shampoo
1/18/2000,42,mixes
1/18/2000,42,beef
1/18/2000,42,dinner rolls
1/18/2000,42,beef
1/18/2000,42,shampoo
1/18/2000,42,aluminum foil
1/18/2000,42,individual meals
1/18/2000,42,sugar
1/18/2000,42,spaghetti sauce
1/18/2000,42,juice
1/18/2000,42,tortillas
1/18/2000,42,shampoo
1/18/2000,42,sandwich loaves
1/18/2000,42,sandwich loaves
1/18/2000,42,cheeses
1/18/2000,42,waffles
1/18/2000,42,vegetables
1/18/2000,42,cheeses
1/18/2000,42,individual meals
1/18/2000,42,pasta
1/18/2000,42,paper towels
1/18/2000,42,beef
1/18/2000,42,juice
1/18/2000,42,paper towels
1/18/2000,42,ice cream
1/18/2000,42,aluminum foil
1/19/2000,43,toilet paper
1/19/2000,43,butter
1/19/2000,43,ketchup
1/19/2000,43,shampoo
1/19/2000,43,juice
1/19/2000,43,mixes
1/19/2000,43,milk
1/19/2000,43,shampoo
1/19/2000,43,tortillas
1/19/2000,43,laundry detergent
1/19/2000,43,flour
1/19/2000,43,cereals
1/19/2000,43,soap
1/19/2000,43,toilet paper
1/19/2000,43,butter
1/19/2000,43,coffee/tea
1/19/2000,43,cheeses
1/19/2000,43,soap
1/19/2000,43,soap
1/19/2000,43,butter
1/19/2000,43,sandwich loaves
1/19/2000,43,milk
1/19/2000,43,vegetables
1/19/2000,43,cereals
1/19/2000,43,dinner rolls
1/19/2000,43,poultry
1/19/2000,43,dishwashing liquid/detergent
1/19/2000,44,butter
1/19/2000,44,hand soap
1/19/2000,44,waffles
1/19/2000,44,laundry detergent
1/19/2000,44,shampoo
1/19/2000,44,lunch meat
1/19/2000,44,cheeses
1/19/2000,44,vegetables
1/19/2000,44,hand soap
1/19/2000,44,cereals
1/19/2000,44,vegetables
1/19/2000,44,dishwashing liquid/detergent
1/19/2000,44,soda
1/19/2000,44,spaghetti sauce
1/19/2000,44,aluminum foil
1/19/2000,44,laundry detergent
1/19/2000,44,flour
1/19/2000,44,poultry
1/19/2000,44,juice
1/20/2000,45,butter
1/20/2000,45,cereals
1/20/2000,45,toilet paper
1/20/2000,45,waffles
1/20/2000,45,soda
1/20/2000,45,pork
1/20/2000,45,yogurt
1/20/2000,45,pork
1/20/2000,45,all- purpose
1/20/2000,45,toilet paper
1/20/2000,45,vegetables
1/20/2000,45,spaghetti sauce
1/20/2000,45,toilet paper
1/20/2000,45,vegetables
1/20/2000,45,laundry detergent
1/20/2000,45,coffee/tea
1/20/2000,45,all- purpose
1/20/2000,45,coffee/tea
1/20/2000,45,eggs
1/20/2000,45,pork
1/20/2000,45,eggs
1/20/2000,45,all- purpose
1/20/2000,45,vegetables
1/20/2000,45,soda
1/20/2000,45,beef
1/20/2000,46,hand soap
1/20/2000,46,spaghetti sauce
1/20/2000,46,sandwich bags
1/20/2000,46,ice cream
1/20/2000,46,fruits
1/20/2000,46,soap
1/20/2000,46,cheeses
1/20/2000,46,waffles
1/20/2000,46,tortillas
1/20/2000,46,sugar
1/20/2000,46,toilet paper
1/20/2000,46,ketchup
1/20/2000,46,beef
1/20/2000,46,beef
1/20/2000,46,poultry
1/20/2000,46,milk
1/20/2000,46,dinner rolls
1/20/2000,46,dinner rolls
1/20/2000,46,eggs
1/20/2000,46,soap
1/20/2000,46,paper towels
1/20/2000,46,sandwich bags
1/20/2000,46,soda
1/21/2000,47,soda
1/21/2000,47,waffles
1/21/2000,47,vegetables
1/21/2000,47,beef
1/21/2000,47,fruits
1/21/2000,47,sandwich loaves
1/21/2000,47,ketchup
1/21/2000,47,cheeses
1/21/2000,47,sugar
1/21/2000,47,shampoo
1/21/2000,47,butter
1/21/2000,47,laundry detergent
1/21/2000,47,poultry
1/21/2000,47,waffles
1/21/2000,47,soap
1/21/2000,47,vegetables
1/21/2000,47,butter
1/21/2000,47,lunch meat
1/21/2000,47,aluminum foil
1/21/2000,47,waffles
1/21/2000,47,all- purpose
1/21/2000,47,flour
1/21/2000,47,ice cream
1/21/2000,47,dishwashing liquid/detergent
1/21/2000,47,lunch meat
1/21/2000,47,dishwashing liquid/detergent
1/21/2000,47,paper towels
1/21/2000,47,all- purpose
1/21/2000,47,sugar
1/21/2000,47,shampoo
1/22/2000,48,beef
1/22/2000,48,mixes
1/22/2000,48,individual meals
1/22/2000,48,laundry detergent
1/22/2000,48,coffee/tea
1/22/2000,48,hand soap
1/22/2000,48,pasta
1/22/2000,48,individual meals
1/22/2000,48,cereals
1/22/2000,48,spaghetti sauce
1/22/2000,48,pasta
1/22/2000,48,cereals
1/22/2000,48,fruits
1/22/2000,48,flour
1/22/2000,48,vegetables
1/22/2000,48,soap
1/22/2000,48,individual meals
1/22/2000,48,ketchup
1/23/2000,49,laundry detergent
1/23/2000,49,aluminum foil
1/23/2000,49,sandwich bags
1/23/2000,49,all- purpose
1/23/2000,49,shampoo
1/23/2000,49,beef
1/23/2000,49,sandwich loaves
1/23/2000,49,aluminum foil
1/23/2000,49,ice cream
1/23/2000,49,fruits
1/23/2000,49,lunch meat
1/23/2000,49,all- purpose
1/23/2000,49,bagels
1/23/2000,49,vegetables
1/23/2000,49,sandwich loaves
1/23/2000,49,waffles
1/23/2000,49,pork
1/23/2000,50,vegetables
1/23/2000,50,cereals
1/23/2000,50,beef
